run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,353,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,354,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,355,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,356,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,357,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,358,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,359,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,360,WEST,(),"(4, 4)",,13684.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,361,WEST,(),"(3, 4)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,362,WEST,(),"(2, 4)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,363,NORTH,(),"(1, 4)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,364,NORTH,(),"(1, 3)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,365,NORTH,(),"(1, 2)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,366,WATER,(),"(1, 1)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,367,NORTH,(),"(1, 1)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,368,WATER,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,369,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,370,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,371,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,372,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,373,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,374,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,375,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,376,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,377,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,378,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,379,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,380,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,381,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,382,WEST,(),"(2, 0)",,13683.0,13683.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,383,EAST,(),"(1, 0)",MELON,13683.0,13683.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,384,WEST,(),"(4, 4)",,13683.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,385,WEST,(),"(3, 4)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,386,WEST,(),"(2, 4)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,387,NORTH,(),"(1, 4)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,388,NORTH,(),"(1, 3)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,389,NORTH,(),"(1, 2)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,390,WATER,(),"(1, 1)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,391,NORTH,(),"(1, 1)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,392,WATER,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,393,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,394,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,395,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,396,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,397,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,398,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,399,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,400,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,401,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,402,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,403,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,404,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,405,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,406,WEST,(),"(2, 0)",,13682.0,13682.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,407,EAST,(),"(1, 0)",MELON,13682.0,13682.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,408,WEST,(),"(4, 4)",,13682.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,409,WEST,(),"(3, 4)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,410,WEST,(),"(2, 4)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,411,NORTH,(),"(1, 4)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,412,NORTH,(),"(1, 3)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,413,NORTH,(),"(1, 2)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,414,WATER,(),"(1, 1)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,415,NORTH,(),"(1, 1)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,416,WATER,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,417,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,418,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,419,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,420,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,421,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,422,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,423,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,424,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,425,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,426,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,427,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,428,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,429,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,430,WEST,(),"(2, 0)",,13681.0,13681.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,431,EAST,(),"(1, 0)",MELON,13681.0,13681.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,432,WEST,(),"(4, 4)",,13681.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,433,WEST,(),"(3, 4)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,434,WEST,(),"(2, 4)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,435,NORTH,(),"(1, 4)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,436,NORTH,(),"(1, 3)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,437,NORTH,(),"(1, 2)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,438,WATER,(),"(1, 1)",MELON,13680.0,13680.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,439,NORTH,(),"(1, 1)",MELON,13680.0,13680.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,440,WATER,(),"(1, 0)",MELON,13680.0,13680.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,441,EAST,(),"(1, 0)",MELON,13680.0,13680.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,442,WEST,(),"(2, 0)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,443,EAST,(),"(1, 0)",MELON,13680.0,13680.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,444,WEST,(),"(2, 0)",,13680.0,13680.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
